City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description,Current Description
0,Cape Town,-33.9258,18.4232,48.11,100,0,1.14,ZA,2021-08-11 01:26:46,,
1,Butaritari,3.0707,172.7902,83.32,66,7,11.21,KI,2021-08-11 01:33:38,,
2,Ravenna,44.4167,11.9833,78.1,91,75,2.68,IT,2021-08-11 01:36:37,,
3,Shache,38.4167,77.2406,82.47,19,0,1.97,CN,2021-08-11 01:36:39,,
4,Hilo,19.7297,-155.09,83.93,80,75,8.05,US,2021-08-11 01:33:41,,
5,Longford,53.7333,-7.8,58.15,96,100,9.73,IE,2021-08-11 01:36:40,,
6,Luderitz,-26.6481,15.1594,57.83,68,90,15.7,NA,2021-08-11 01:34:26,,
7,Chuy,-33.6971,-53.4616,42.49,79,6,7.49,UY,2021-08-11 01:33:41,,
8,Vaini,-21.2,-175.2,69.96,78,75,13.8,TO,2021-08-11 01:33:02,,
9,Muroto,33.2833,134.15,82.44,84,100,15.41,JP,2021-08-11 01:36:40,,
10,Cajabamba,-7.6167,-78.05,53.56,77,22,4.38,PE,2021-08-11 01:36:41,,
11,Padang,-0.9492,100.3543,77.05,70,99,4.34,ID,2021-08-11 01:36:14,,
12,Waddan,29.1614,16.139,81.55,36,0,3.36,LY,2021-08-11 01:36:41,,
13,Hervey Bay,-25.2986,152.8535,71.71,62,2,10.83,AU,2021-08-11 01:36:42,,
14,Phanom Sarakham,13.7479,101.3553,85.89,78,100,8.77,TH,2021-08-11 01:36:42,,
15,Mar Del Plata,-38.0023,-57.5575,33.82,93,2,3.44,AR,2021-08-11 01:34:49,,
16,Port Elizabeth,-33.918,25.5701,44.89,93,0,2.3,ZA,2021-08-11 01:33:09,,
17,Hobart,-42.8794,147.3294,60.66,61,75,7.0,AU,2021-08-11 01:31:19,,
18,Kavieng,-2.5744,150.7967,86.41,60,6,8.12,PG,2021-08-11 01:36:43,,
19,Kodiak,57.79,-152.4072,56.39,71,100,2.35,US,2021-08-11 01:33:37,,
20,Pueblo,38.2545,-104.6091,92.91,26,1,8.05,US,2021-08-11 01:36:43,,
21,Ketchikan,55.3422,-131.6461,63.07,77,40,0.0,US,2021-08-11 01:36:43,,
22,Cabo San Lucas,22.8909,-109.9124,84.15,86,90,12.66,MX,2021-08-11 01:33:21,,
23,Apopka,28.6806,-81.5095,83.01,79,100,3.85,US,2021-08-11 01:36:32,,
24,Grao Mogol,-16.5594,-42.8897,61.52,52,43,0.85,BR,2021-08-11 01:36:44,,
25,Nikolskoye,59.7035,30.7861,57.02,90,95,0.72,RU,2021-08-11 01:30:38,,
26,Kondinskoye,59.6481,67.41,53.92,71,98,12.37,RU,2021-08-11 01:36:44,,
27,Necochea,-38.5473,-58.7368,40.6,50,7,9.6,AR,2021-08-11 01:36:45,,
28,Busselton,-33.65,115.3333,52.05,67,90,12.03,AU,2021-08-11 01:31:46,,
29,Port-Cartier,50.0334,-66.8654,62.82,98,100,4.41,CA,2021-08-11 01:35:40,,
30,Kruisfontein,-34.0033,24.7314,50.25,29,0,8.61,ZA,2021-08-11 01:35:00,,
31,Ushuaia,-54.8,-68.3,37.06,70,20,23.02,AR,2021-08-11 01:30:54,,
32,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.12,91,60,9.46,BR,2021-08-11 01:34:38,,
33,Salalah,17.0151,54.0924,75.29,100,90,4.61,OM,2021-08-11 01:36:46,,
34,Tasiilaq,65.6145,-37.6368,51.96,90,100,4.88,GL,2021-08-11 01:34:11,,
35,Albany,42.6001,-73.9662,77.67,82,57,4.41,US,2021-08-11 01:29:26,,
36,Puerto Ayora,-0.7393,-90.3518,69.55,90,99,5.99,EC,2021-08-11 01:30:39,,
37,Killybegs,54.6333,-8.45,60.46,89,100,11.7,IE,2021-08-11 01:36:46,,
38,Lufilufi,-13.8745,-171.5986,89.38,71,4,17.81,WS,2021-08-11 01:36:47,,
39,Hermanus,-34.4187,19.2345,47.89,71,0,0.89,ZA,2021-08-11 01:33:23,,
40,Provideniya,64.3833,-173.3,50.11,71,90,6.71,RU,2021-08-11 01:32:26,,
41,Veraval,20.9,70.3667,81.37,79,100,12.8,IN,2021-08-11 01:36:47,,
42,Chokurdakh,70.6333,147.9167,67.15,39,79,6.91,RU,2021-08-11 01:33:36,,
43,Quelimane,-17.8786,36.8883,64.35,88,20,4.61,MZ,2021-08-11 01:36:48,,
44,Bara,10.3744,10.7288,72.07,95,100,5.3,NG,2021-08-11 01:36:48,,
45,Hualmay,-11.0964,-77.6139,61.99,81,50,9.51,PE,2021-08-11 01:36:49,,
46,Port Alfred,-33.5906,26.891,55.4,55,0,8.43,ZA,2021-08-11 01:32:33,,
47,Georgetown,5.4112,100.3354,80.89,83,20,1.99,MY,2021-08-11 01:31:38,,
48,New Norfolk,-42.7826,147.0587,60.3,68,100,1.99,AU,2021-08-11 01:33:33,,
49,Castro,-24.7911,-50.0119,60.93,60,100,2.51,BR,2021-08-11 01:34:19,,
50,Atuona,-9.8,-139.0333,77.61,74,8,22.46,PF,2021-08-11 01:30:20,,
51,Carnarvon,-24.8667,113.6333,59.07,46,0,18.41,AU,2021-08-11 01:34:35,,
52,Tuni,17.35,82.55,86.05,66,99,3.56,IN,2021-08-11 01:36:51,,
53,Guerrero Negro,27.9769,-114.0611,77.34,65,9,13.69,MX,2021-08-11 01:30:36,,
54,Auki,-8.7676,160.7034,82.81,73,62,5.73,SB,2021-08-11 01:36:51,,
55,Sao Miguel Do Araguaia,-13.275,-50.1628,75.83,33,88,3.44,BR,2021-08-11 01:36:51,,
56,Barrow,71.2906,-156.7887,37.42,77,90,6.91,US,2021-08-11 01:30:31,,
57,Curup,-3.4667,102.5333,75.72,80,98,3.53,ID,2021-08-11 01:36:52,,
58,Karratha,-20.7377,116.8463,69.62,22,0,23.6,AU,2021-08-11 01:36:06,,
59,Zalantun,48.0,122.7167,60.46,87,100,11.39,CN,2021-08-11 01:36:53,,
60,Anadyr,64.75,177.4833,63.1,55,0,6.71,RU,2021-08-11 01:36:53,,
61,Piacabucu,-10.4056,-36.4344,72.73,79,34,7.99,BR,2021-08-11 01:34:01,,
62,Pori,61.4833,21.7833,53.67,100,23,5.75,FI,2021-08-11 01:36:53,,
63,Rikitea,-23.1203,-134.9692,70.65,66,0,13.58,PF,2021-08-11 01:30:29,,
64,Saint-Philippe,-21.3585,55.7679,65.79,84,22,7.18,RE,2021-08-11 01:33:40,,
65,Dikson,73.5069,80.5464,40.1,94,100,20.29,RU,2021-08-11 01:33:42,,
66,Mumford,5.2618,-0.759,74.07,92,45,9.6,GH,2021-08-11 01:36:54,,
67,Avarua,-21.2078,-159.775,80.65,74,0,4.61,CK,2021-08-11 01:33:09,,
68,Nizhniy Kuranakh,58.8353,125.4869,74.14,50,36,7.54,RU,2021-08-11 01:36:54,,
69,Deputatskiy,69.3,139.9,77.38,25,98,7.0,RU,2021-08-11 01:36:55,,
70,Tiksi,71.6872,128.8694,63.18,78,100,13.96,RU,2021-08-11 01:34:06,,
71,Punta Arenas,-53.15,-70.9167,37.51,75,75,16.11,CL,2021-08-11 01:30:33,,
72,Fukue,32.6881,128.8419,77.36,100,75,10.36,JP,2021-08-11 01:36:55,,
73,Cape Canaveral,28.4058,-80.6048,83.07,84,3,7.67,US,2021-08-11 01:36:56,,
74,Biltine,14.5333,20.9167,77.59,81,100,6.2,TD,2021-08-11 01:36:56,,
75,Mataura,-46.1927,168.8643,57.47,66,98,6.82,NZ,2021-08-11 01:31:55,,
76,San Carlos De Bariloche,-41.1456,-71.3082,35.35,44,0,8.05,AR,2021-08-11 01:32:24,,
77,Thompson,55.7435,-97.8558,59.16,94,75,5.75,CA,2021-08-11 01:33:47,,
78,Buchanan,5.8808,-10.0467,76.64,86,86,7.36,LR,2021-08-11 01:33:46,,
79,Morondava,-20.2833,44.2833,65.71,61,0,9.75,MG,2021-08-11 01:36:57,,
80,Camargo,27.6667,-105.1667,87.69,23,38,11.3,MX,2021-08-11 01:36:57,,
81,Korce,40.6186,20.7808,70.09,39,20,2.68,AL,2021-08-11 01:36:58,,
82,Norman Wells,65.282,-126.8329,55.44,82,90,0.0,CA,2021-08-11 01:33:42,,
83,Burns Lake,54.2331,-125.7533,71.02,53,57,11.56,CA,2021-08-11 01:36:58,,
84,Ribeira Grande,38.5167,-28.7,72.3,87,77,9.84,PT,2021-08-11 01:33:59,,
85,Qaanaaq,77.484,-69.3632,43.3,73,100,9.01,GL,2021-08-11 01:32:05,,
86,Hoa Binh,20.8133,105.3383,78.69,95,100,1.9,VN,2021-08-11 01:36:59,,
87,Yar-Sale,66.8333,70.8333,52.86,70,0,10.4,RU,2021-08-11 01:34:53,,
88,San Quintin,30.4833,-115.95,71.22,78,31,9.42,MX,2021-08-11 01:36:59,,
89,Solok,-0.7918,100.6593,72.55,73,94,2.21,ID,2021-08-11 01:36:59,,
90,North Bend,43.4065,-124.2243,94.95,77,1,23.02,US,2021-08-11 01:34:16,,
91,Bethel,41.3712,-73.414,76.42,91,90,5.75,US,2021-08-11 01:31:15,,
92,Dovolnoye,54.4958,79.6671,63.23,73,97,4.79,RU,2021-08-11 01:37:00,,
93,Bredasdorp,-34.5322,20.0403,38.52,93,0,2.3,ZA,2021-08-11 01:30:30,,
94,Tuktoyaktuk,69.4541,-133.0374,53.6,66,90,6.91,CA,2021-08-11 01:33:22,,
95,Yarmouth,41.7057,-70.2286,74.44,93,90,1.01,US,2021-08-11 01:37:00,,
96,Tupik,54.4253,119.9327,60.48,76,100,3.2,RU,2021-08-11 01:37:01,,
97,Shimoda,34.6667,138.95,82.76,68,78,4.14,JP,2021-08-11 01:34:22,,
98,Bengkulu,-3.8004,102.2655,80.4,77,16,2.42,ID,2021-08-11 01:33:11,,
99,Rincon,32.296,-81.2354,83.12,84,20,5.75,US,2021-08-11 01:37:01,,
100,Yellowknife,62.456,-114.3525,57.72,62,75,6.91,CA,2021-08-11 01:29:24,,
101,Morant Bay,17.8815,-76.4093,83.82,79,4,8.46,JM,2021-08-11 01:37:02,,
102,Khani,41.9563,42.9566,62.17,95,88,1.97,GE,2021-08-11 01:37:02,,
103,Nabannagan,18.0715,121.5338,89.53,60,78,2.71,PH,2021-08-11 01:37:02,,
104,Ouesso,1.6136,16.0517,72.28,79,94,1.95,CG,2021-08-11 01:37:03,,
105,Kurchum,48.5722,83.6542,67.73,58,100,1.05,KZ,2021-08-11 01:37:03,,
106,Baykit,61.67,96.37,71.02,44,72,2.62,RU,2021-08-11 01:37:03,,
107,Saint-Nazaire,47.2833,-2.2,56.34,98,20,3.44,FR,2021-08-11 01:37:04,,
108,Khatanga,71.9667,102.5,52.45,74,100,17.13,RU,2021-08-11 01:32:08,,
109,Leningradskiy,69.3833,178.4167,37.06,80,98,16.31,RU,2021-08-11 01:33:03,,
110,Sao Filipe,14.8961,-24.4956,77.09,80,52,6.2,CV,2021-08-11 01:34:56,,
111,Isangel,-19.55,169.2667,75.31,57,75,11.5,VU,2021-08-11 01:34:13,,
112,Ilulissat,69.2167,-51.1,46.42,81,75,3.44,GL,2021-08-11 01:33:55,,
113,Saint-Georges,12.0564,-61.7485,82.08,83,20,11.5,GD,2021-08-11 01:37:04,,
114,Bud,39.447,-86.1758,84.15,88,97,7.07,US,2021-08-11 01:37:05,,
115,Oktyabrskoye,43.0645,44.7417,66.34,94,81,4.47,RU,2021-08-11 01:34:32,,
116,High Rock,26.6208,-78.2833,82.42,70,1,13.87,BS,2021-08-11 01:37:05,,
117,Iralaya,15.0,-83.2333,79.3,85,97,9.22,HN,2021-08-11 01:37:05,,
118,Shelburne,44.0787,-80.2041,73.67,96,1,10.13,CA,2021-08-11 01:37:06,,
119,Jackson,42.4165,-122.8345,99.16,24,90,9.22,US,2021-08-11 01:37:06,,
120,Katsuura,35.1333,140.3,87.91,73,88,9.84,JP,2021-08-11 01:36:18,,
121,Kaitangata,-46.2817,169.8464,56.21,66,100,6.51,NZ,2021-08-11 01:33:38,,
122,Nantucket,41.2835,-70.0995,74.08,94,75,8.05,US,2021-08-11 01:34:37,,
123,Yerbogachen,61.2767,108.0108,71.83,49,62,3.18,RU,2021-08-11 01:37:08,,
124,Agadir,30.4202,-9.5982,66.65,91,15,3.44,MA,2021-08-11 01:37:08,,
125,Saldanha,-33.0117,17.9442,42.85,73,0,11.7,ZA,2021-08-11 01:35:51,,
126,Vigrestad,58.5667,5.7,57.99,85,13,0.54,NO,2021-08-11 01:37:09,,
127,Sistranda,63.7256,8.834,55.9,91,70,4.05,NO,2021-08-11 01:37:09,,
128,Sitka,57.0531,-135.33,60.69,72,90,13.8,US,2021-08-11 01:33:27,,
129,Esperance,-33.8667,121.9,49.84,74,76,17.83,AU,2021-08-11 01:33:45,,
130,Alta Floresta,-9.8756,-56.0861,74.3,36,0,3.78,BR,2021-08-11 01:30:43,,
131,Ahipara,-35.1667,173.1667,58.35,69,15,9.8,NZ,2021-08-11 01:37:10,,
132,East London,-33.0153,27.9116,54.61,40,0,6.22,ZA,2021-08-11 01:30:15,,
133,Bama,11.5221,13.6856,72.73,94,100,9.6,NG,2021-08-11 01:37:10,,
134,Calama,-22.4667,-68.9333,55.89,8,75,5.75,CL,2021-08-11 01:37:11,,
135,Bilma,18.6853,12.9164,91.54,30,6,3.11,NE,2021-08-11 01:32:16,,
136,Ixtapa,20.7,-105.2,78.22,100,90,2.3,MX,2021-08-11 01:37:11,,
137,Los Llanos De Aridane,28.6585,-17.9182,69.55,97,0,2.3,ES,2021-08-11 01:37:12,,
138,Port Blair,11.6667,92.75,77.04,88,90,2.3,IN,2021-08-11 01:34:30,,
139,Oistins,13.0667,-59.5333,78.89,89,20,10.36,BB,2021-08-11 01:34:50,,
140,Hithadhoo,-0.6,73.0833,81.16,71,60,7.45,MV,2021-08-11 01:33:26,,
141,Geraldton,-28.7667,114.6,55.81,82,75,8.05,AU,2021-08-11 01:36:12,,
142,Kapaa,22.0752,-159.319,84.52,69,20,3.0,US,2021-08-11 01:33:27,,
143,Ancud,-41.8697,-73.8203,45.43,92,9,4.88,CL,2021-08-11 01:34:33,,
144,Teknaf,20.8624,92.3058,83.75,80,78,6.67,BD,2021-08-11 01:37:13,,
145,Ereymentau,51.6199,73.1033,57.65,79,79,11.23,KZ,2021-08-11 01:37:13,,
146,Santa Luzia,-19.7697,-43.8514,65.48,70,0,5.75,BR,2021-08-11 01:37:13,,
147,Santa Cruz,-17.8,-63.1667,69.26,35,75,17.27,BO,2021-08-11 01:37:14,,
148,Huarmey,-10.0681,-78.1522,62.58,83,41,10.56,PE,2021-08-11 01:33:57,,
149,Sola,-13.8833,167.55,77.94,78,99,26.98,VU,2021-08-11 01:37:14,,
150,Lebu,-37.6167,-73.65,45.95,83,0,18.45,CL,2021-08-11 01:32:49,,
151,Mehamn,71.0357,27.8492,57.38,93,100,3.76,NO,2021-08-11 01:34:51,,
152,Bloomington,44.8408,-93.2983,82.56,57,1,1.01,US,2021-08-11 01:35:42,,
153,Bluff,-46.6,168.3333,57.79,78,65,11.81,NZ,2021-08-11 01:33:17,,
154,Khanpur,28.6453,70.6567,83.98,57,0,16.96,PK,2021-08-11 01:37:15,,
155,Blankenburg,51.7833,10.95,53.53,93,0,4.65,DE,2021-08-11 01:37:15,,
156,Fortuna,40.5982,-124.1573,68.94,73,1,1.01,US,2021-08-11 01:33:09,,
157,Xam Nua,20.4197,104.0439,70.02,99,100,1.97,LA,2021-08-11 01:37:16,,
158,Kangaatsiaq,68.3065,-53.4641,42.85,90,94,22.73,GL,2021-08-11 01:37:16,,
159,Lasa,46.6166,10.7002,63.01,84,2,3.67,IT,2021-08-11 01:37:16,,
160,Hurghada,27.2574,33.8129,87.84,27,0,13.8,EG,2021-08-11 01:37:17,,
161,Saint-Pierre,-21.3393,55.4781,65.88,84,20,6.91,RE,2021-08-11 01:37:17,,
162,Det Udom,14.906,105.0784,82.22,84,100,9.57,TH,2021-08-11 01:37:17,,
163,Coronel Vivida,-25.9797,-52.5678,56.32,95,100,6.49,BR,2021-08-11 01:37:18,,
164,Arraial Do Cabo,-22.9661,-42.0278,69.57,86,6,22.19,BR,2021-08-11 01:34:11,,
165,Gallipoli,40.4103,26.6708,71.46,58,0,7.65,TR,2021-08-11 01:37:18,,
166,Verkhnyaya Inta,65.9811,60.3094,56.37,77,99,3.76,RU,2021-08-11 01:37:19,,
167,Mazagao,-0.115,-51.2894,78.85,87,77,4.07,BR,2021-08-11 01:37:19,,
168,Kawalu,-7.3817,108.2082,76.57,75,31,4.83,ID,2021-08-11 01:37:19,,
169,Bayan,46.0833,127.4,65.82,72,99,14.36,CN,2021-08-11 01:37:20,,
170,Vanimo,-2.6741,141.3028,86.11,62,98,3.94,PG,2021-08-11 01:31:54,,
171,Nanortalik,60.1432,-45.2371,46.08,75,68,4.0,GL,2021-08-11 01:34:47,,
172,Souillac,-20.5167,57.5167,68.38,94,75,1.14,MU,2021-08-11 01:32:06,,
173,Cherskiy,68.75,161.3,57.9,51,62,4.21,RU,2021-08-11 01:34:52,,
174,Courtenay,49.6866,-124.9936,84.02,40,75,10.36,CA,2021-08-11 01:37:20,,
175,Parrita,9.5201,-84.3225,81.99,87,100,1.97,CR,2021-08-11 01:37:21,,
176,Victoria,22.2855,114.1577,87.33,82,99,6.8,HK,2021-08-11 01:30:04,,
177,Tazovskiy,67.4667,78.7,47.95,77,43,9.71,RU,2021-08-11 01:37:21,,
178,Bay Roberts,47.5999,-53.2648,62.02,87,100,5.99,CA,2021-08-11 01:37:21,,
179,Kibala,9.1104,18.3463,75.15,83,20,6.91,TD,2021-08-11 01:37:22,,
180,Manali,13.1667,80.2667,84.29,67,100,10.78,IN,2021-08-11 01:37:22,,
181,Sarkand,45.41,79.9186,73.72,31,52,1.77,KZ,2021-08-11 01:37:22,,
182,Vila Franca Do Campo,37.7167,-25.4333,72.01,91,11,2.51,PT,2021-08-11 01:37:23,,
183,Constitucion,-35.3333,-72.4167,47.88,62,0,6.06,CL,2021-08-11 01:37:23,,
184,Jamestown,42.097,-79.2353,76.06,90,90,7.0,US,2021-08-11 01:27:40,,
185,Bandarbeyla,9.4942,50.8122,75.42,80,96,23.55,SO,2021-08-11 01:34:27,,
186,Fairbanks,64.8378,-147.7164,59.09,89,99,1.99,US,2021-08-11 01:28:58,,
187,Thunder Bay,48.4001,-89.3168,73.99,93,75,0.0,CA,2021-08-11 01:37:24,,
188,Saskylakh,71.9167,114.0833,64.4,56,100,7.45,RU,2021-08-11 01:30:27,,
189,Huntington,38.4193,-82.4452,80.85,83,1,5.75,US,2021-08-11 01:33:53,,
190,Caravelas,-17.7125,-39.2481,68.16,84,2,6.04,BR,2021-08-11 01:37:24,,
191,Slonim,53.0867,25.3219,57.36,91,87,3.2,BY,2021-08-11 01:37:24,,
192,Chimbote,-9.0853,-78.5783,62.47,84,50,11.54,PE,2021-08-11 01:37:25,,
193,Pak Phanang,8.3511,100.202,84.22,67,84,12.86,TH,2021-08-11 01:37:25,,
194,Iracoubo,5.4802,-53.2011,76.98,87,52,9.22,GF,2021-08-11 01:37:26,,
195,Buraydah,26.326,43.975,86.45,14,4,9.55,SA,2021-08-11 01:33:06,,
196,Teahupoo,-17.8333,-149.2667,76.96,81,74,16.49,PF,2021-08-11 01:37:26,,
197,Ponta Do Sol,32.6667,-17.1,73.0,80,5,4.03,PT,2021-08-11 01:31:49,,
198,Rundu,-17.9333,19.7667,55.38,24,0,6.6,NA,2021-08-11 01:37:27,,
199,Amapa,1.0,-52.0,71.06,99,45,1.9,BR,2021-08-11 01:32:52,,
200,Huayucachi,-12.1333,-75.2333,50.63,75,43,2.98,PE,2021-08-11 01:37:27,,
201,Arica,-18.475,-70.3042,61.03,77,90,6.91,CL,2021-08-11 01:36:08,,
202,Iqaluit,63.7506,-68.5145,44.33,76,75,12.66,CA,2021-08-11 01:29:50,,
203,Miandrivazo,-19.5167,45.4667,65.17,49,0,3.78,MG,2021-08-11 01:37:28,,
204,Imbituba,-28.24,-48.6703,58.89,94,98,12.73,BR,2021-08-11 01:36:26,,
205,Lagoa,39.05,-27.9833,71.64,85,100,13.69,PT,2021-08-11 01:34:22,,
206,Bambous Virieux,-20.3428,57.7575,68.25,94,75,1.14,MU,2021-08-11 01:36:20,,
207,Upernavik,72.7868,-56.1549,44.38,78,100,6.35,GL,2021-08-11 01:30:57,,
208,Clyde River,70.4692,-68.5914,39.43,93,1,6.91,CA,2021-08-11 01:36:11,,
209,Price,39.5994,-110.8107,88.86,12,1,14.97,US,2021-08-11 01:37:29,,
210,Raudeberg,61.9875,5.1352,59.2,95,24,0.92,NO,2021-08-11 01:37:29,,
211,Airai,-8.9266,125.4092,73.38,54,55,4.34,TL,2021-08-11 01:32:27,,
212,Faanui,-16.4833,-151.75,79.32,70,24,14.23,PF,2021-08-11 01:32:51,,
213,Viedma,-40.8135,-62.9967,46.62,79,4,16.8,AR,2021-08-11 01:34:47,,
214,Narasannapeta,18.4167,84.05,87.66,62,84,10.4,IN,2021-08-11 01:37:30,,
215,Labe,11.3182,-12.2833,65.64,93,100,1.99,GN,2021-08-11 01:35:37,,
216,Mahebourg,-20.4081,57.7,68.29,94,75,1.14,MU,2021-08-11 01:31:12,,
217,Beringovskiy,63.05,179.3167,53.58,67,13,9.44,RU,2021-08-11 01:33:56,,
218,Sal Rei,16.1833,-22.9167,75.76,77,98,12.3,CV,2021-08-11 01:37:31,,
219,Paamiut,61.994,-49.6678,45.05,79,100,2.55,GL,2021-08-11 01:37:31,,
220,Klaksvik,62.2266,-6.589,47.32,86,95,4.32,FO,2021-08-11 01:32:13,,
221,Faya,18.3851,42.4509,66.31,60,9,2.75,SA,2021-08-11 01:36:09,,
222,Huescar,37.811,-2.5412,86.94,47,100,2.19,ES,2021-08-11 01:37:32,,
223,Chokwe,-24.5333,32.9833,62.96,71,100,2.73,MZ,2021-08-11 01:37:32,,
224,El Alto,-4.2714,-81.2147,62.8,85,87,15.59,PE,2021-08-11 01:37:32,,
225,Upata,8.0086,-62.3989,71.67,93,33,4.09,VE,2021-08-11 01:37:33,,
226,Sayyan,15.1718,44.3244,64.69,59,21,3.56,YE,2021-08-11 01:37:33,,
227,Narsaq,60.9167,-46.05,50.22,60,92,4.94,GL,2021-08-11 01:35:45,,
228,Nouadhibou,20.931,-17.0347,69.78,78,0,20.71,MR,2021-08-11 01:35:39,,
229,Port Hedland,-20.3167,118.5667,71.65,26,0,19.57,AU,2021-08-11 01:37:34,,
230,Yumen,40.2833,97.2,73.24,38,9,7.29,CN,2021-08-11 01:33:16,,
231,Rocha,-34.4833,-54.3333,43.3,71,78,7.87,UY,2021-08-11 01:37:34,,
232,Saint George,37.1041,-113.5841,102.67,15,1,8.99,US,2021-08-11 01:30:07,,
233,Bartica,6.4,-58.6167,77.32,98,26,2.15,GY,2021-08-11 01:34:24,,
234,Rio Tercero,-32.173,-64.1141,45.81,54,0,2.06,AR,2021-08-11 01:37:35,,
235,Hambantota,6.1241,81.1185,80.94,89,75,4.61,LK,2021-08-11 01:34:32,,
236,Lensk,60.7253,114.9278,72.27,54,60,0.89,RU,2021-08-11 01:37:35,,
237,Chapais,49.7834,-74.8492,65.98,97,100,6.55,CA,2021-08-11 01:32:15,,
238,Dehloran,32.6941,47.2679,92.03,16,0,7.09,IR,2021-08-11 01:37:36,,
239,Kroya,-7.6331,109.2461,79.61,69,26,11.48,ID,2021-08-11 01:37:37,,
240,Pevek,69.7008,170.3133,37.71,81,74,12.57,RU,2021-08-11 01:33:07,,
241,Kerema,-7.9631,145.7785,83.34,74,13,7.45,PG,2021-08-11 01:37:37,,
242,Grootfontein,-19.5667,18.1167,42.37,56,5,3.44,NA,2021-08-11 01:37:37,,
243,Corner Brook,48.9667,-57.9484,66.36,93,98,4.52,CA,2021-08-11 01:37:38,,
244,Mao,39.8885,4.2658,77.56,88,75,4.61,ES,2021-08-11 01:37:39,,
245,Saint-Francois,46.4154,3.9054,65.17,94,5,0.0,FR,2021-08-11 01:37:39,,
246,Trairi,-3.2778,-39.2689,79.54,80,0,12.59,BR,2021-08-11 01:28:42,,
247,Binga,-17.6203,27.3414,59.94,62,0,4.23,ZW,2021-08-11 01:37:42,,
248,Bilibino,68.0546,166.4372,62.76,37,66,4.34,RU,2021-08-11 01:33:06,,
249,Atar,20.5169,-13.0499,83.89,20,2,11.25,MR,2021-08-11 01:37:45,,
250,Una,20.8167,71.0333,80.71,77,100,11.97,IN,2021-08-11 01:37:46,,
251,Olafsvik,64.8945,-23.7142,54.75,82,99,7.43,IS,2021-08-11 01:33:17,,
252,Snasa,64.2457,12.3778,56.23,88,99,3.36,NO,2021-08-11 01:37:46,,
253,Kalmunai,7.4167,81.8167,81.03,75,100,2.84,LK,2021-08-11 01:37:47,,
254,Tabou,4.423,-7.3528,76.68,84,94,11.18,CI,2021-08-11 01:34:34,,
255,Ramhormoz,31.28,49.6035,91.6,16,6,3.91,IR,2021-08-11 01:37:47,,
256,Port Hardy,50.6996,-127.4199,68.18,68,20,6.91,CA,2021-08-11 01:31:52,,
257,Palu,-0.8917,119.8707,88.56,60,38,1.9,ID,2021-08-11 01:33:23,,
258,Miranda,3.2499,-76.2281,65.98,89,100,5.26,CO,2021-08-11 01:37:48,,
259,Evensk,61.95,159.2333,59.77,73,52,7.27,RU,2021-08-11 01:34:59,,
260,Namatanai,-3.6667,152.4333,85.71,62,11,4.54,PG,2021-08-11 01:37:49,,
261,Cabedelo,-6.9811,-34.8339,74.07,88,19,9.78,BR,2021-08-11 01:37:50,,
262,Groa,62.65,8.7167,57.29,95,100,0.81,NO,2021-08-11 01:37:51,,
263,Rio De Janeiro,-22.9028,-43.2075,75.16,75,0,6.91,BR,2021-08-11 01:35:18,,
264,Mount Isa,-20.7333,139.5,78.57,27,5,10.36,AU,2021-08-11 01:37:51,,
265,The Pas,53.8251,-101.2541,64.42,59,75,18.03,CA,2021-08-11 01:37:52,,
266,Strezhevoy,60.7333,77.5889,55.38,72,57,14.2,RU,2021-08-11 01:37:53,,
267,Siguiri,11.6667,-9.5,73.96,91,100,1.83,GN,2021-08-11 01:37:54,,
268,Tucuman,-26.8241,-65.2226,48.2,61,0,5.75,AR,2021-08-11 01:33:38,,
269,Evanston,42.0411,-87.6901,82.42,91,90,6.91,US,2021-08-11 01:34:57,,
270,Maloy,61.9353,5.1136,60.06,95,29,0.49,NO,2021-08-11 01:37:55,,
271,Menongue,-14.6585,17.691,53.15,32,0,4.56,AO,2021-08-11 01:37:56,,
272,Haines Junction,60.7522,-137.5108,64.35,34,48,6.91,CA,2021-08-11 01:33:49,,
273,Oarai,36.3167,140.6,86.45,64,95,8.63,JP,2021-08-11 01:37:56,,
274,Cidreira,-30.1811,-50.2056,54.95,84,100,10.51,BR,2021-08-11 01:32:00,,
275,Nyurba,63.2842,118.3319,72.93,48,84,5.01,RU,2021-08-11 01:33:40,,
276,Ambon,-3.6954,128.1814,84.34,84,40,5.75,ID,2021-08-11 01:34:10,,
277,Nizwa,22.9333,57.5333,84.42,49,5,1.63,OM,2021-08-11 01:37:57,,
278,Alyangula,-13.8483,136.4192,84.07,51,6,8.05,AU,2021-08-11 01:37:57,,
279,Pemangkat,1.1667,108.9667,84.07,69,81,6.15,ID,2021-08-11 01:37:58,,
280,Lavrentiya,65.5833,-171.0,45.5,69,99,8.79,RU,2021-08-11 01:34:16,,
281,Hauterive,46.0901,3.4459,63.36,95,2,3.13,FR,2021-08-11 01:37:59,,
282,Kosh-Agach,50.0,88.6667,56.25,45,33,1.99,RU,2021-08-11 01:37:59,,
283,Benguela,-12.5763,13.4055,70.47,89,5,3.31,AO,2021-08-11 01:37:59,,
284,Labytnangi,66.6572,66.4183,57.22,67,13,1.28,RU,2021-08-11 01:38:00,,
